x1,label
-4.0852130325814535,-4.884780436132866
-4.035087719298246,-5.566309373222943
-3.984962406015038,-5.387860917943982
-3.93483709273183,-8.688449095053137
-3.8847117794486223,-3.9638349370250463
-3.8345864661654137,-9.472875057915388
-3.784461152882206,-5.395208118163871
-3.734335839598998,-2.087760427578039
-3.6842105263157894,-8.349493702892955
-3.6340852130325816,-7.400765885270707
-3.583959899749374,-5.968617069323465
-3.533834586466166,-7.074620481164731
-3.483709273182958,-9.068745408498181
-3.4335839598997495,-5.730041970187444
-3.3834586466165417,-7.891524720685293
-3.333333333333334,-4.719481805396304
-3.2832080200501252,-7.405264508567857
-3.2330827067669174,-2.366296603498756
-3.1829573934837097,-6.932421371639894
-3.132832080200502,-5.909787192812355
-3.082706766917294,-3.5383790990952484
-3.0325814536340854,-7.526891540136081
-2.9824561403508776,-4.509992411493497
-2.93233082706767,-2.2503761455704834
-2.882205513784461,-7.979377496691377
-2.8320802005012533,-4.294892683937898
-2.7819548872180455,-4.044144185939244
-2.7318295739348377,-2.9000134043150547
-2.68170426065163,-6.837309943059424
-2.6315789473684212,-6.904071120905395
-2.5814536340852134,-3.1190241369366314
-2.5313283208020056,-3.4686872951376393
-2.481203007518797,-3.461420314345841
-2.431077694235589,-3.169258969477227
-2.3809523809523814,-5.121954205061744
-2.3308270676691736,-3.19714674101634
-2.280701754385966,-2.9752585621745693
-2.230576441102757,-4.88985571825825
-2.1804511278195493,0.3706467666504145
-2.1303258145363415,-2.312985787249108
-2.080200501253133,-5.543007996911562
-2.030075187969925,-1.7470431586721906
-1.9799498746867172,-4.909263089828078
-1.9298245614035086,-1.285479915322113
-1.8796992481203016,-0.44220733822579517
-1.829573934837093,-4.300512506377607
-1.779448621553886,-0.6321449846191285
-1.7293233082706774,-1.633084762668358
-1.6791979949874687,-0.7142756699859574
-1.6290726817042618,1.5354406018993711
-1.578947368421053,-2.6486709688478474
-1.5288220551378444,-3.565116438990668
-1.4786967418546375,-3.7364223429603216
-1.4285714285714288,-3.488763427073734
-1.3784461152882201,-1.9110956494046487
-1.3283208020050132,-0.9743376543767387
-1.2781954887218046,-1.003009378783571
-1.2280701754385976,0.19822614719485232
-1.177944862155389,-1.329885940554964
-1.1278195488721803,1.6514290565702732
-1.0776942355889734,-1.684702137653859
-1.0275689223057647,4.385200488567708
-0.9774436090225578,0.29644747748489686
-0.9273182957393491,-2.5689517043112633
-0.8771929824561404,-2.8961709610345054
-0.8270676691729335,0.3108094921405036
-0.7769423558897248,-1.0008102824311513
-0.7268170426065161,0.9743669029711517
-0.6766917293233092,0.5930917905004712
-0.6265664160401005,-0.39879065739394665
-0.5764411027568919,-1.8464696416505937
-0.526315789473685,-3.082326028319099
-0.4761904761904763,-0.8454108565149947
-0.42606516290726937,1.860667262832406
-0.3759398496240607,0.6763077890122866
-0.325814536340852,-2.14310663010568
-0.2756892230576451,0.7949834055870738
-0.2255639097744364,1.3195069399088006
-0.1754385964912295,-1.118592065384725
-0.12531328320802082,1.0568236454750142
-0.07518796992481214,0.9660414970423755
-0.02506265664160523,-1.3360659089444566
0.025062656641603454,1.7657000339797735
0.07518796992481214,2.271944992586093
0.12531328320801904,3.416729052766592
0.17543859649122773,3.4584812970522614
0.2255639097744364,-1.3042109163653093
0.2756892230576433,-0.32427163371495893
0.325814536340852,2.6816996070990236
0.3759398496240589,2.7794516010725356
0.4260651629072676,2.8822256984266312
0.4761904761904763,9.657843933690394
0.5263157894736832,3.1944126003337003
0.5764411027568919,4.4240134858749816
0.6265664160400988,4.161136359066602
0.6766917293233075,3.656165961258211
0.7268170426065161,1.8230955959323412
0.776942355889723,4.071823152765981
0.8270676691729317,1.1084849092707199
0.8771929824561404,2.280748751432263
0.9273182957393473,1.8839094958204878
0.977443609022556,3.118635496817757
1.0275689223057647,7.684454977958547
1.0776942355889716,-0.5791419140055529
1.1278195488721803,4.628159478493387
1.1779448621553872,0.13045798193147107
1.2280701754385959,2.5122766192983246
1.2781954887218046,5.734292171378341
1.3283208020050115,3.7852016422009482
1.3784461152882201,1.601402674717828
1.428571428571427,2.426535438622918
1.4786967418546357,5.316588981578623
1.5288220551378444,2.5969108468414155
1.5789473684210513,4.590811916006053
1.62907268170426,4.349289043216148
1.6791979949874687,3.055195294763303
1.7293233082706756,8.746534795192002
1.7794486215538843,5.826735287743791
1.829573934837093,0.6088626963589716
1.8796992481202999,5.132307125779455
1.9298245614035086,3.536076193270241
1.9799498746867155,6.664766418965879
2.030075187969924,3.475108899074447
2.080200501253133,4.930928119572467
2.1303258145363397,6.270626187033594
2.1804511278195484,7.09241264397934
2.2305764411027553,3.060560068093958
2.280701754385964,4.892401037090031
2.3308270676691727,4.711763513016433
2.3809523809523796,4.455246296757336
2.4310776942355883,9.39306386903337
2.481203007518797,6.772369436959505
2.531328320802004,3.5408887329339174
2.5814536340852126,7.9986311622799775
2.6315789473684212,10.507470288762109
2.681704260651628,8.42833904240555
2.731829573934837,3.424919215961647
2.7819548872180437,5.595441628703584
2.8320802005012524,9.19798269937575
2.882205513784461,5.34907209633136
2.932330827067668,7.7523005104277924
2.9824561403508767,8.514180387560426
3.0325814536340836,5.2113019641120015
3.0827067669172923,7.046362821710985
3.132832080200501,0.7831294802628568
3.182957393483708,5.3171395042988365
3.2330827067669166,6.961029110747512
3.2832080200501252,5.0708496761705515
3.333333333333332,10.931489274529934
3.383458646616541,4.906634537311817
3.4335839598997495,6.987078946405531
3.4837092731829564,8.228899700938095
3.533834586466165,10.950215751064562
3.583959899749372,5.296195497139865
3.6340852130325807,10.59449793037508
3.6842105263157894,8.388887174670753
3.7343358395989963,6.505654377102091
3.784461152882205,9.49312925429095
3.834586466165412,9.067292323477764
3.8847117794486206,7.568989804579652
3.9348370927318292,9.009278355443696
3.984962406015036,8.199297618306552
4.035087719298245,9.297210129098985
4.0852130325814535,10.494687414205
4.13533834586466,12.442710324020025
4.185463659147869,6.89529632064204
4.235588972431078,13.737244694174688
4.285714285714285,5.667252972383565
4.335839598997493,9.36810900792382
4.3859649122807,10.948564237530555
4.436090225563909,10.434164186597883
4.486215538847118,8.727032038053048
4.536340852130325,9.6564372035461
4.586466165413533,9.186930461509402
4.63659147869674,9.094453443505056
4.686716791979949,12.072637778001948
4.7368421052631575,11.18771518245641
4.786967418546364,9.18811564657142
4.837092731829573,12.473385214525647
4.887218045112782,11.389035131978781
4.937343358395989,12.500410954469897
4.987468671679197,12.234195027205619
5.037593984962406,9.417197948080668
5.087719298245613,10.055076516097287
5.137844611528822,12.770276433304167
5.187969924812029,12.596680380490987
5.238095238095237,11.434387288262178
5.288220551378446,11.811095869374455
5.338345864661653,14.232021520900155
5.3884711779448615,10.593799578218063
5.438596491228068,12.971387744796212
5.488721804511277,11.573058304154767
5.538847117794486,11.64233182913453
5.588972431077693,14.375498566129766
5.639097744360901,13.929028186697863
5.68922305764411,14.005465387289497
5.739348370927317,15.089654356163292
5.789473684210526,12.62095505168657
5.839598997493734,14.043103937577396
5.889724310776941,12.15891510836697
5.93984962406015,13.528031953097184
5.989974937343357,12.719663765951344
6.0401002506265655,13.274192431238568
6.090225563909772,14.370765178693372
6.140350877192983,11.64426038791902
6.19047619047619,17.5657269323233
6.240601503759397,11.46916824451939
6.290726817042607,11.153076408509751
6.340852130325814,15.997926007651763
6.390977443609021,15.365280275143913
6.441102756892228,15.130445147888766
6.491228070175438,15.239147158879437
6.541353383458645,14.058213221223461
6.591478696741852,12.388448650512041
6.641604010025063,14.434817136437578
6.6917293233082695,13.029135223592316
6.741854636591476,16.433948740018455
6.791979949874687,14.289845136745097
6.842105263157894,13.033216132730765
6.892230576441101,14.141689469576214
6.942355889724311,15.710574687999872
6.992481203007518,13.857513300407087
7.042606516290725,13.440772241448586
7.092731829573935,15.672838082131696
7.142857142857142,15.77564742793173
7.192982456140349,14.372078561538439
7.24310776942356,14.544138927610474
7.293233082706767,16.050566040128807
7.3433583959899735,12.790548108985298
7.39348370927318,12.97203986979325
7.443609022556391,14.45032960260791
7.493734335839598,15.560574368255502
7.543859649122805,16.709534429441618
7.593984962406015,19.138682358711133
7.644110275689222,18.003539797782484
7.694235588972429,16.068594118018005
7.7443609022556394,16.4506893887059
7.794486215538846,14.583913701802075
7.844611528822053,16.652196785659328
7.894736842105264,16.21215640637025
7.944862155388471,17.53516143145312
7.9949874686716775,15.33551305023871
8.045112781954884,18.128918592392115
8.095238095238095,20.255954016481347
8.145363408521302,17.07320652012889
8.195488721804509,18.1944008878069
8.24561403508772,18.871516053597663
8.295739348370926,16.78903775297018
8.345864661654133,18.1399142869291
8.395989974937343,17.817164751438277
8.44611528822055,18.087582773538763
8.496240601503757,16.446461635296583
8.546365914786968,18.14175217809182
8.596491228070175,19.18897903863125
8.646616541353382,21.195520298296845
8.696741854636592,20.3120253614436
8.746867167919799,22.80009925086271
8.796992481203006,17.05928983662991
8.847117794486216,20.43887686241379
8.897243107769423,19.16117022701555
8.94736842105263,23.274342708540605
8.997493734335837,17.37839089796137
9.047619047619047,17.415794410876543
9.097744360902254,17.996703430916465
9.147869674185461,15.047947899751309
9.197994987468672,18.344479931575822
9.248120300751879,17.97797527839636
9.298245614035086,19.897278801022587
9.348370927318296,20.38025380619091
9.398496240601503,23.54933415963478
9.44862155388471,21.79809078414152
9.49874686716792,18.843686423011036
9.548872180451127,18.30091501820554
9.598997493734334,21.18183333048168
9.649122807017541,17.657779199993797
9.699248120300751,24.06141377231021
9.749373433583958,22.85762710861049
9.799498746867165,19.660646189524922
9.849624060150376,17.272979062118996
9.899749373433583,23.50724349519799
9.94987468671679,20.67066968292834
10.0,23.47563262394692
